BatteryID,BatchID,Cycle,Voltage,Current,Temperature,ChargeTime,DischargeTime,InternalResistance,Capacity,AmbientHumidity,C_Rate,SOH
BAT0022,BatchA,22,3.462069666862754,0.7057227322291147,22.41977635891313,66.80345121810048,115.16380437027738,0.052747822173694364,2.512252961173724,49.731743222507696,1.072157447223511,94.76334981749788
BAT0023,BatchB,23,4.131579340885363,1.3710486268314275,25.480603884704916,89.57728555055706,96.00253632588841,0.0492536550716523,2.492106773813278,49.93407565241842,1.7470644255715557,95.93240899690737
BAT0024,BatchD,24,3.7324512717380305,1.258263140584796,22.688623556474788,71.83693027319435,87.37489226407469,0.051337177197723155,2.461135812188322,69.06349356801537,1.2353021878344004,95.66775587974479
BAT0025,BatchD,25,4.001968542819554,0.7161181790197994,22.82751886283842,86.7529827577689,88.07499797912067,0.05211383585198678,2.4683129007870375,67.88466012945514,0.8695570979419728,94.99420158932485
BAT0026,BatchB,26,3.852421800854799,1.4359977282934735,23.454139382656802,70.46390154069636,104.40548835566538,0.05470063910455271,2.4633600895620438,44.341307334793754,1.2610152984833245,93.73388981622361
BAT0027,BatchB,27,3.135003756631958,0.9104606267911575,26.110668858168566,46.97690217816674,39.62278779418392,0.05147799775182074,2.4757411206733373,35.62316514652329,0.7127747328788632,94.11052976023419
BAT0028,BatchB,28,3.8831044876487386,1.2317514778160188,22.606256891682612,75.71076744030428,75.42788912089875,0.05439268003949767,2.4823419686515216,43.02666929112377,1.5374442358981983,94.23809712196883
BAT0029,BatchD,29,3.3301186578709494,0.6234084864155929,31.278780627867604,77.57257812936982,92.73820244346827,0.05289675656607324,2.4621911694755787,31.21933041245552,1.0038819224358595,94.84464376953335
BAT0030,BatchD,30,3.7669294163936478,1.1893760858204345,20.52696348890248,102.9543463434145,82.81384005662073,0.05264566376977048,2.5144132398130457,30.830715468415647,0.8909881976711815,96.35667963169212
BAT0031,BatchA,31,3.409154368371586,0.9596952020642304,24.065641779193204,96.1968635214223,104.95011639209652,0.053597787938266514,2.457994372560951,45.820885450056764,1.9347631193521175,93.84649986846306
BAT0032,BatchA,32,4.197206715917591,1.7335718167780314,22.801344708629124,89.74124615472996,36.504453811021634,0.05241768725549432,2.5109220684772495,67.64079290788936,1.6653214936374614,93.38476158063811
BAT0033,BatchD,33,3.3162617753961334,0.5854680904960524,32.23488942176866,40.20483859973153,92.16309355492493,0.05244192550381467,2.5072032606287866,64.85429364928831,1.6806042540858974,94.15907686161826
BAT0034,BatchB,34,3.3349565649291235,1.1279109123774949,25.982773882557872,94.85546615973435,78.0624957346246,0.049990428188419776,2.5009660509937808,50.45771335670492,1.4355829539187752,95.30206588815355
BAT0035,BatchB,35,4.116806706674878,1.187647136197157,30.159222697343175,75.02746407190634,64.1244777581949,0.05300409158534423,2.4686246678500647,52.60905524683323,1.7587592157654457,92.66688123706955
BAT0036,BatchA,36,3.029573285563587,1.5875091144486781,17.57219813481514,110.46895824955433,60.624748401062774,0.05264006370770255,2.4888490175835383,30.23733986984226,1.638743721745072,95.71310801717684
BAT0037,BatchD,37,3.8360267854478365,1.3614313626353165,26.335251329346296,112.78838407174885,85.87493694967736,0.05266803802130184,2.4559525773289876,38.62004623335062,1.3981605562004247,93.86970589017939
BAT0038,BatchA,38,3.870391668883054,1.5008185057912715,29.448153978117183,34.96409315416069,110.18958371798384,0.05463374612518008,2.499218140700675,30.99096507737535,1.941686602777576,93.16704851644035
BAT0039,BatchA,39,4.003654292892479,1.665573928477634,25.41141994637712,103.8577404319031,74.65583334910038,0.05521726390558102,2.479020304369275,60.181581307815506,0.7873924245266346,92.30213161080218
BAT0040,BatchC,40,4.16932717276617,1.7933044604872832,30.327401875326757,33.39276513804035,104.22508476692282,0.05446438900928466,2.4718135957082663,35.82583184105991,1.9150695784921266,94.4352646934068
BAT0041,BatchC,41,4.170722302987983,0.9708132450837057,22.41355774949814,63.04526631255204,66.19407436595708,0.05609083038089895,2.4550251030668746,64.76188409907267,1.1021572429982975,93.73639727357215
BAT0042,BatchC,42,3.078332109079757,1.3070340580458544,32.0467372009279,78.80699780589711,39.21550165138589,0.05535112385166074,2.4294498776274196,55.73297254703153,1.29259847510223,93.79103281227272
BAT0043,BatchB,43,3.9862071873034832,1.7601621176587998,36.49449061809625,43.32907187644147,35.53551628127747,0.05370988762038872,2.4577291828592847,39.176747060628536,0.6841089793164634,92.52500392863105
BAT0044,BatchD,44,3.775571920388858,1.9841766964475847,23.185807197801704,97.16824313121691,34.62009341913098,0.05347428742857124,2.500255963912258,36.30881268332999,1.3101611583826864,93.29092775384318
BAT0045,BatchD,45,3.7768105612477094,1.8342789665656447,22.77248739299614,30.75192337549247,64.2135127761903,0.0551256444735337,2.469443331430504,55.10498803692212,1.41681012778729,93.0877844319166
BAT0046,BatchD,46,3.1540199119376338,1.0572008939365651,32.2669223855885,45.17391435906332,60.35139757522579,0.0557475342198038,2.473613422857699,66.03347921129294,1.996552312712786,93.30329926230768
BAT0047,BatchD,47,3.780224599734784,0.7927497758279756,32.89786072865356,82.27171468681281,94.61433212603126,0.057495688614063005,2.4896110871657693,58.73440875657526,1.9627886166072899,92.69046964259162
BAT0048,BatchC,48,4.1789790967214975,1.2340888061098831,22.385699864233658,94.29488058335632,96.85393514263792,0.057182346089880196,2.5121133775623252,43.941866064135105,1.949595937811431,91.93482468664436
BAT0049,BatchB,49,4.094182283447337,1.6124621777540633,22.899065914520712,112.49787924245246,34.57685719503658,0.05381705398698566,2.502000093098913,53.49534381074589,1.022582090153086,96.0928231288686
BAT0050,BatchB,50,3.5269567929658208,1.2388536061299464,23.591076955697464,93.49469867411614,49.90109366001135,0.054795987439745474,2.455553299923676,42.43046781489686,1.9868997481175652,91.96838849094854
BAT0051,BatchC,51,3.0479375679433134,1.2247712949705027,18.277747444828613,90.46013432293793,54.68356651430098,0.056442035609835545,2.4356485885712518,69.96598267114635,1.1832172273926662,93.56538116717059
BAT0052,BatchB,52,3.434752188000246,1.7573456316227007,20.40674026757901,65.49070317155979,79.28507857285285,0.05733599555611795,2.521192285182002,59.95356753847405,1.7777543881428508,91.46099825103929
BAT0053,BatchC,53,3.9916683739206666,1.0421056686007795,19.97929616623966,30.115598297412127,43.006370151625525,0.057177938937409585,2.518879832233189,54.57526559027015,0.8244799535284579,91.26146114667577
BAT0054,BatchD,54,3.8417989217581994,1.7896920122174684,21.161012174479357,40.81433328620598,42.05470974600003,0.05527224433433731,2.4767690719285853,46.93036571063317,1.2587497694849035,93.20380297120931
BAT0055,BatchC,55,3.5512123867127476,1.1102072014275852,24.826575563066093,78.10990902804352,114.94100002871622,0.052991954695142965,2.4470902350883637,54.72609161038229,1.949018144191408,93.22127709440274
BAT0056,BatchD,56,3.066121842190597,0.9923496585175091,26.171073662682602,90.76168972599777,102.37826165680029,0.05360212724750882,2.4912645306778787,43.66464249869339,1.9205470953851413,94.2400196689243
BAT0057,BatchD,57,3.512273673387963,1.1809848667995486,32.75250246407038,67.57034555068162,46.25894118820533,0.05624526702863883,2.4693403262797475,31.15459357832123,1.5256023167321402,93.17469577199302
BAT0058,BatchA,58,3.5628299276614603,1.6436704380123026,20.008229796306047,95.76111103755512,66.59110271149419,0.056484451158848696,2.468740377537868,45.80354089426531,1.6967214838295899,92.78146658252405
BAT0059,BatchC,59,4.114266639472963,0.6890030417959914,29.921611992382918,76.96760657989608,62.005979933180896,0.053702641253131234,2.4883891768621025,67.21923278319468,0.7646400449036022,91.8267656033292
BAT0060,BatchA,60,3.7693033242985914,0.7946288238080261,23.930055778872454,36.6758576034881,101.19036666588666,0.05608913922177854,2.476687494937466,55.052043790954635,1.5824878242262361,94.33290139253235
BAT0061,BatchC,61,3.3739834999855787,1.927167238494638,24.752681451737836,47.2814625871154,75.91916248303099,0.05736244871394357,2.445783701779701,33.35822812283607,1.4270762125030585,93.5816427403293
BAT0062,BatchC,62,3.630381917340866,0.7632374410720361,28.37409746083302,105.59984009195486,41.50647632941203,0.05389754668498571,2.46250516129836,65.39974453580103,0.6373276036268691,91.39937747932157
BAT0063,BatchA,63,3.079266369386592,1.351590976896582,19.386389892188507,95.24214719619955,96.50928568406195,0.05850999440360883,2.4817230585732273,40.75499397366059,0.6697385098845143,92.753871783527
BAT0064,BatchA,64,4.1670818827796845,1.368971699992907,26.912048730920255,110.52857883112455,65.7199180402427,0.05564493770288036,2.4782050444481003,39.750779723309094,0.6626654266268928,92.65731255582864
BAT0065,BatchC,65,3.432071882316871,1.2344366930753672,25.83226104106528,40.58015242088429,53.66318228689323,0.0590152262251533,2.472740331487169,41.88363875121283,1.5865354022447535,92.15257084911752
BAT0066,BatchB,66,3.573440825895763,1.4671178728652279,27.462256320040744,119.12002811535665,63.79487598186481,0.055533095108448206,2.4856684590895175,53.0880894450383,0.7125728123713586,93.1644239375481
BAT0067,BatchD,67,3.426340769084307,0.8447400886964276,26.44584321953909,48.84660425549403,74.79809072462066,0.05464674903423164,2.4592656602436547,51.787523737359066,1.2015984066717058,93.25738269282722
BAT0068,BatchA,68,3.81901407613944,1.3289934016651224,37.276500699554475,31.06018886579778,60.88039647753085,0.05588372602031656,2.4695733955043817,49.65655018491527,1.0354727088166367,91.92091997290692
BAT0069,BatchD,69,3.7946785899955118,1.0582598828703458,21.81130007874342,119.76806451481987,51.7715195332582,0.05670970375384537,2.397988417996448,58.70147454050508,1.3257562111553267,92.11798473267713
BAT0070,BatchB,70,3.858386772634963,1.4925008894437837,22.345015224990913,55.29664969006018,65.86518259235822,0.05622304018645704,2.4560069961231434,42.661509253398364,1.5597147308291042,93.79505348735151
BAT0071,BatchB,71,3.321771875534305,0.7118353150597242,21.88429736787618,90.12175072613039,31.72556196749084,0.05666799715685378,2.479778058171513,61.28258086289725,1.527083805831998,93.26781527670387
BAT0072,BatchB,72,3.3788021773968793,1.3563161252592144,22.222614404198726,45.90140827586747,99.52480614866825,0.05786793029935238,2.456192110657657,37.01286713514396,1.273279873871565,92.28797659264876
BAT0073,BatchA,73,3.1503014773154496,0.7779055330749856,21.81306436346741,82.22056789792276,45.38504042108272,0.056957641260407206,2.4541754521656576,61.30483156308037,1.1965023104155783,90.60454035259446
BAT0074,BatchB,74,3.786611966215335,0.9179645946725545,30.94508265553776,111.36314878091034,33.951415226757355,0.057267775212095993,2.4421709409645036,56.55240421001132,1.0967233926833881,92.33344461544665
BAT0075,BatchA,75,3.0477565528027832,0.8280647004853748,32.102521239949276,58.81630506855947,88.83288236145714,0.05408154720159481,2.4825673178545826,57.32833238190346,1.7928649224565691,92.62594447702398
BAT0076,BatchB,76,3.717218802628151,0.7742566698032256,22.14626853125262,90.32285784399232,99.6542515941305,0.05838339603202095,2.4729692654708115,49.2621358850904,0.9962777073089675,89.33064830676349
BAT0077,BatchD,77,4.043635061821961,1.7385664273410004,20.838222134478855,46.91132299185749,103.24462184335589,0.05752159340461666,2.4780082919564617,56.68006130723459,0.8890487317512423,92.21979430359784
BAT0078,BatchD,78,4.068998577947561,0.9285613514913356,27.35707778193202,86.23158588468527,74.415826439454,0.06102058596096575,2.426475720760842,33.191881862378295,1.614973240482907,91.4550974793894
BAT0079,BatchC,79,3.538845312443954,1.8906856727966739,22.238884778595143,60.280531663575914,48.48313662209868,0.05602086966549209,2.4572909991346874,64.0620446819747,1.0396451925450898,91.61053863816682
BAT0080,BatchD,80,3.5511644258556885,1.9548897880177862,28.164659088777555,49.00874327291565,96.3504909524844,0.054383409343000975,2.454397779845,32.22188933950584,1.7704978996359026,90.75273366221978
BAT0081,BatchC,81,3.092363019609621,1.356890704905646,26.0146151042565,58.18638456332717,92.97417694389034,0.05933613698786008,2.453888565868029,35.9496603948599,0.9918330779557172,91.56858423237043
BAT0082,BatchD,82,3.804918030531643,0.7145016839985896,17.42127942501384,46.09569616570194,52.16436606928559,0.058893054036626,2.446679449125641,53.07158833988945,1.5529172368618822,93.29892449839504
BAT0083,BatchA,83,3.9855113044474146,1.0618223650693719,32.737526006650306,111.17244970540945,111.30669802765136,0.05628313395893771,2.4515779145643997,59.57645821826766,0.5676635094280041,91.07372218466489
BAT0084,BatchD,84,3.2935860655256555,1.696598395022321,33.97938836547761,65.7468197685416,39.39343122745461,0.055340502089991826,2.4749928956541334,33.05006257385014,1.07834432016548,92.35181061001903
BAT0085,BatchC,85,3.505561057960038,1.0510860930456056,21.93605654757807,52.07513744769306,118.44194156321932,0.061574793461368585,2.4192429729330436,66.83059256489278,1.0148452624513271,90.83993701201392
BAT0086,BatchC,86,4.006607204118325,0.6305258274541832,23.061492200320078,70.35670569143396,107.42230298797182,0.061428220781213565,2.492545895360609,68.94430595202795,1.725018108913885,92.37936293492471
BAT0087,BatchB,87,4.052544561194746,1.335177366392282,26.429326953624525,58.8482550125846,91.91087809311676,0.053725086482587746,2.4661768225005294,54.23800692030844,1.950583104842465,91.43940576548874
BAT0088,BatchA,88,3.2918159763170713,1.7676812772440522,26.672283949935125,96.99773284319933,114.48748994518496,0.057883553941487004,2.455153362086796,49.249738215073464,1.191321915039442,91.69680011465715
BAT0089,BatchD,89,3.6606847614496374,1.6938895807152536,28.29272136336415,117.40979206969449,95.0080051491337,0.0622283841095678,2.4736366829274585,59.65579889118999,1.737254415730637,91.28219996426195
BAT0090,BatchB,90,3.2309917807629924,0.7626847101955299,35.05102269383175,69.4230291027882,47.14112973270413,0.05804787488444427,2.4259633050966314,43.134294093088215,1.5495420514360476,91.83008982516372
BAT0091,BatchD,91,3.122254516967468,1.5091469216187001,24.11526386252975,107.49300599750164,69.79405243015306,0.05811877553194669,2.44120598189698,49.73057736420426,1.9510789814955398,88.72057072724989
BAT0092,BatchD,92,4.093344601670349,0.8307563951534707,21.00851377730773,80.92767662036576,36.43527218984718,0.058634481344741265,2.451578491352189,66.64604107257605,1.716662771514237,89.95408232072603
BAT0093,BatchB,93,3.984609005078531,0.8273113018282583,18.103403859927365,44.15120985848101,65.06916800593038,0.057058206052463686,2.4808112074086437,68.22621700966134,0.6162170989455957,91.80536468722687
BAT0094,BatchB,94,3.912041882163809,1.8111076599577778,21.345349800290403,92.15604678732075,96.74427177634878,0.05599044851154392,2.4520700683774685,67.08276464204741,1.5699225835733543,89.13760602135416
BAT0095,BatchB,95,3.0585195825757685,0.8745034291103453,24.834365135631014,76.20910474132381,64.77990158377357,0.0616050946214695,2.461501093423703,40.49792267855361,1.3032495731335605,90.63066865166076
BAT0096,BatchB,96,4.012474551252309,0.8948710197770168,33.97278931758894,88.5545870926893,59.72647579213207,0.055914126187504645,2.4402084200812775,39.29876160867053,0.5246540868984908,90.87847019294628
BAT0097,BatchB,97,3.5256528910864606,0.5009800861419493,22.411943504819142,110.07186713144985,83.58201502592807,0.06019454290421752,2.4612368413793497,41.90658023717257,0.8769694380881655,90.33178400071208
BAT0098,BatchD,98,3.4108741479550315,1.8060035511882764,26.118939758194493,69.63911135904414,108.49840760990055,0.061573158985515304,2.484544791859489,47.652444495538404,1.8826328675403394,90.22036454495735
BAT0099,BatchB,99,3.6557716332304517,1.688892219813702,24.91788551963624,111.10598608956201,34.282487329150115,0.05699754740219769,2.470410533833482,42.56669651167854,1.8890920591801295,91.1760186792256
BAT0100,BatchA,100,3.109623891268267,1.440993402636017,30.94196636724042,97.56021128534894,64.6923391229762,0.05815146319480986,2.4483708802444424,44.96851182956232,1.6982756903009517,91.77494957438115

BAT0101,BatchC,101,3.9079758592228786,1.6253986459082634,37.63466212936811,73.97444332901863,44.241666763373644,0.06252635837678318,2.463009816945309,54.82547808483038,1.9726694049169842,89.61194964138829
BAT0102,BatchB,102,3.6989220922659554,0.7280728511367377,22.345656135398396,84.28999220921673,92.58188256586827,0.06126578344045408,2.460550339092144,60.501027083759034,1.7098178369363073,90.34801882174592
BAT0103,BatchB,103,3.223908116247801,1.187485391881363,22.55280278740889,59.30230192671103,39.51521043880214,0.05906542858624223,2.4586317534339455,59.422327930716676,0.5153062809278678,90.09902116216661
BAT0104,BatchD,104,3.225878639722855,1.0268290810231713,30.22080438534536,118.52375697648968,89.83269827222202,0.06280449800672235,2.470239067217208,62.57694268316608,0.9317515104522677,88.22901892273198
BAT0105,BatchB,105,3.221098381887209,0.6406647893855247,28.40945744813156,90.06160467453563,55.75627837181166,0.06291307144690861,2.469589554076749,31.28737612861609,0.5459362733566443,90.82448410220181
BAT0106,BatchB,106,3.0684028650623207,1.2291957278223862,34.23353662868017,33.94621672469669,47.902513236350224,0.06113810538603141,2.4444568280625023,31.909351587150244,0.6411619531063392,91.3998027380264
BAT0107,BatchB,107,3.7053581392460218,1.881109475513953,27.919640926629818,59.39597151732079,114.27173020424868,0.05889967954425268,2.4593375812295553,61.57531842754517,0.8282612254261641,91.50057700651882
BAT0108,BatchD,108,4.00841781310621,0.5600886785760417,23.203539546064704,86.09829903831518,31.66721190713603,0.05997310259305642,2.438338101576804,51.32315289298528,1.2553378194882836,89.79746658956388
BAT0109,BatchB,109,3.0209978567848665,0.9371913702406909,27.953274153461546,35.06999500193158,69.3999544700612,0.06147277348791078,2.4270385520736886,53.125626950484815,1.7712980051930267,89.24181574726323
BAT0110,BatchC,110,3.0588055739655284,0.8113114043085552,30.543517902914537,32.14957721872285,31.94642932156144,0.06062281034170503,2.4396101248859203,32.10347440857508,1.792950134235662,90.4339969834357
BAT0111,BatchD,111,3.687324332024335,0.8572199804985445,29.102410905986822,70.50218155750224,73.52337432938961,0.06297791435646971,2.4429744369652084,40.21255204685083,1.4243027878359447,91.22409770024369
BAT0112,BatchC,112,3.983394822463263,1.862651827819063,27.53637015553649,59.9421161723403,75.09426400149763,0.05814045183978133,2.41076838021644,55.53417219541911,1.8922639085993525,90.43875826653876
BAT0113,BatchD,113,3.3920866686823605,1.2021035813514351,30.333373447945768,69.44687472298493,58.94962242552723,0.05831147294186753,2.460706651188334,64.36727560442705,1.2500934898853122,90.54173641781533
BAT0114,BatchB,114,3.419537278569267,1.1994491194097283,30.846477952228362,53.64239788920047,41.89455997725213,0.06176174222296487,2.387653491547952,66.6793358872561,1.8335540661998024,91.34277650164498
BAT0115,BatchC,115,3.715615796996131,1.6408634636829236,31.910794955187637,44.824597224868285,63.87487839610278,0.06051691117238619,2.4967963387897263,50.01677983340327,1.1810978844980182,89.35499115404421
BAT0116,BatchD,116,3.3290554669489762,0.7317383060073888,28.243549437948214,92.02290212823038,90.50366459393095,0.06034590277060452,2.4720375826759264,51.8189693095279,0.9158375111328234,89.99712273675256
BAT0117,BatchA,117,3.031930039293221,1.2308980311500761,24.164409598415727,76.31140046410204,100.41562277800132,0.05816388656165121,2.4362798255165536,63.32198524275964,1.8746193771506414,91.84216894948335
BAT0118,BatchB,118,3.8822742217219153,1.1449778211815895,25.733568432166614,48.01387901244301,77.7675542149328,0.061839091689596365,2.4411885272112754,51.50498402989419,1.081902613518304,89.94685943287737
BAT0119,BatchD,119,3.750779895529744,1.3953660358199842,31.032544832541785,58.76304836339985,83.085095499578,0.06179448978399847,2.4465594374717456,50.674341021492694,1.2551061632666924,88.70430641703037
BAT0120,BatchA,120,3.696907198866791,1.9993365548756579,20.91532164506382,83.26271168969933,48.05547340121874,0.06330695796390348,2.428216792240221,66.20336151043816,0.9932909487960158,89.40331723566811
BAT0121,BatchD,121,3.890020954790188,1.6541733411230706,26.843366544364507,36.500641344523004,55.85972999048845,0.06223781226624195,2.4433523829517383,61.59730884223521,1.4942564004360948,89.0096212978445
BAT0122,BatchA,122,3.810277005074445,1.0967985545261407,23.033305938363196,43.27077083395616,44.570604904712255,0.061934791843519015,2.4361200004459667,66.36290105445178,1.9925468375090531,90.39616320891297
BAT0123,BatchB,123,3.247058385813985,1.7413295784110705,25.143724114674086,36.59210436966511,52.436581500415016,0.06465400127358067,2.4366145456553805,38.72988219124615,0.5382703232971544,88.99573989524825
BAT0124,BatchC,124,3.4229772563320213,0.7560625449687203,31.392259313036494,103.1085599442707,50.239810220297855,0.05977506539310291,2.441629221269613,50.97501946621427,1.8497720090106522,90.09571045384791
BAT0125,BatchA,125,3.15133217001435,0.5456955294634402,25.955495340099517,97.71683098908083,76.75039077521139,0.06357277843769515,2.4112294440329203,63.698885143734316,0.5058890854838981,89.17790046391318
BAT0126,BatchD,126,3.1558284161014574,0.8066725586964096,25.232182740780743,97.79816386913313,80.64198802116564,0.059257705670409305,2.437791394482673,34.44591309868436,1.0463418217193166,87.73855606005208
BAT0127,BatchB,127,3.811434895627847,1.0106173341713895,18.200719295100406,94.46928091284252,115.0452678739354,0.06102327623999839,2.4397689549323496,61.78648617175847,0.7529102094342714,90.24847111032086
BAT0128,BatchA,128,4.030320128378998,1.2658711361893398,28.731267830136105,90.24468813028822,47.60135823913707,0.06037468573475338,2.438576992427118,37.31893533659478,1.636012671008827,89.81394088455669
BAT0129,BatchD,129,4.155279100633367,1.4226937108117998,28.227420905705376,72.92927238403576,87.75081391453463,0.06446388507090384,2.431183384891277,62.32475019941285,0.5759162611357602,90.13747098724168
BAT0130,BatchD,130,3.7540165410593334,1.8659085758216327,35.8162736165273,87.80503471564035,103.55333420887706,0.06286917953280921,2.4577571555193876,54.480037502274726,1.3302274303764918,88.71054654445187
BAT0131,BatchD,131,3.2209215880331485,1.2647810143256866,23.461108825234994,33.452539930917716,80.42173174047473,0.06307299351081405,2.4274269489023688,37.729439659394686,0.942389200767969,88.87120113436367
BAT0132,BatchA,132,3.126780414538717,1.251913466938594,26.095751638319694,85.93179803911062,52.95032872509681,0.06098653402454111,2.438546518136464,48.93416717331205,0.7005053732970532,89.96087766497214
BAT0133,BatchA,133,3.9754211658441094,0.5753645147344733,26.246918418553776,100.00899349831894,53.62952070180002,0.06270061300813423,2.459445950678511,57.276206658430866,1.6577273181539611,91.10320760992342
BAT0134,BatchA,134,3.6945077716319994,0.5523673289843357,32.887266398817374,75.03225243459511,33.53277477638999,0.061873069393381774,2.4314124771995935,55.3541160353417,0.8261252513828851,89.42506774421665
BAT0135,BatchC,135,3.741942025216464,1.326739942874558,24.523522338065238,62.17619955845132,57.48998038936335,0.06426691002970843,2.436789265349351,47.08988784926817,0.8355128180824083,89.88861357454616
BAT0136,BatchA,136,3.937754506505651,1.1572679198725169,26.395107628851697,54.96840613208812,97.01433111030421,0.06161781772933678,2.430072307273702,65.97466115683707,0.9126151777068845,89.08231854245605
BAT0137,BatchA,137,3.843932673278942,1.758770592470448,28.039482548582697,87.85218451458742,34.276598148639934,0.06635958873041016,2.4562473958712716,50.770536579513774,1.380150145742041,87.72767028458554
BAT0138,BatchA,138,4.001349903427316,0.7410193770677678,25.93304561578179,92.35210787669179,49.73657542543476,0.06044883910075182,2.425845508768274,50.23469194114753,1.4894988975361225,90.3431355121837
BAT0139,BatchC,139,3.067456686551854,0.5374574931755745,22.767831927247357,108.38708398762883,93.56092486786036,0.06228696033508688,2.456167091545764,32.49002359765817,0.5264037855520174,90.32835031136862
BAT0140,BatchA,140,3.897024764095806,1.1735581518951888,25.97044996449154,60.810067421489165,100.4386406540589,0.06735440101993219,2.427928242107059,66.8848155919055,0.8628044541706854,89.96368430937726
BAT0141,BatchD,141,4.021023308786514,0.8562178351283862,30.36815874929886,99.2795076647027,70.97865690557356,0.06322972250407594,2.41231080553104,37.08466274713492,1.1464562637579243,88.97544751309522
BAT0142,BatchA,142,3.343362050949977,0.5744215600082562,19.8674235029447,80.52202417704041,92.82669046307839,0.06157024267119118,2.442587463411482,51.13378773746217,0.9979654282418498,89.95341143883752
BAT0143,BatchD,143,3.7685367287919034,1.5868974302714434,25.66484837073438,109.45528416102712,64.91569517894028,0.06473814312507534,2.422406643324887,62.142704056012406,1.8262559877663291,89.9937534419594
